Contenido,Autor,User_Name,Fecha_Posteo,Favs,Rt,Localizacion
"RT @jupitatv: After Cristiano removed Coco Cola bottles ( Official Sponsors for Euro ) off his table, Coco Cola's share price fell drastica…",The Barker༒,flavourozafrica,Thu Jun 24 16:52:28 +0000 2021,0,1,
Had to XD #codelyoko #Cocacola https://t.co/CxYsPrQkDd,Rrickard,Rrickard_Soul,Thu Jun 24 16:51:30 +0000 2021,0,0,
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Manuel Martín,mamorpla,Thu Jun 24 16:50:47 +0000 2021,0,32,Canarias
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Anita💙Barrett@waspiwoman,AnitaBa50700688,Thu Jun 24 16:48:27 +0000 2021,0,32,
"RT @StreeTech_999: iPhone 7
32 gig
Factory unlocked 
BH:100
Available As Seen 
Ghc 750 Only 

Pls Retweet 🙏
#CocaCola WillSmith #Ramos http…",MJ,Mister_Donkor,Thu Jun 24 16:43:51 +0000 2021,0,5,"Accra, Ghana"
RT @rolandsmartin: Fam we're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola. Watc…,StevieSTILLSaid,2020istrash2020,Thu Jun 24 16:43:01 +0000 2021,0,3,"Texas, USA"
RT @rolandsmartin: Fam we're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola. Watc…,JustRead,jockey4books,Thu Jun 24 16:38:29 +0000 2021,0,3,A-T-L
RT @rolandsmartin: Fam we're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola. Watc…,LittleCrackerSlayer7,LittleSlayer7,Thu Jun 24 16:36:22 +0000 2021,0,3,"Charlotte, NC"
So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #cocacola #bmakowsky #cover2cover: https://t.co/KyXsfXOyEh https://t.co/hgRb80knC8,farvajafri,FarvaJafri,Thu Jun 24 16:33:21 +0000 2021,0,0,"New York, USA"
Fam we're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Experience Presented by #CocaCola. Watch live on https://t.co/DwSv3bdiPE June 25-27 and July 2-4. Check out this 2018 @essencefest #throwback with @fredhammond. #Coke #BlackLove #blackexcellence #ad https://t.co/iQCkPAThFE,rolandsmartin,rolandsmartin,Thu Jun 24 16:32:52 +0000 2021,21,3,"Washington, D.C."
So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #scotchsoda #cocacola: https://t.co/3124P0HiON https://t.co/FidjfTARVL,FASHION_DEITY,FASHION_DEITY,Thu Jun 24 16:32:21 +0000 2021,0,0, NYC| TX | LA | ATL | PA
Here’s a new flyer design I made #cocacola #coke #branding #DigitalMarketing @CocaCola @CocaColaCo @DietCoke @DietCoke_CA @CocaColaAfrica @CocaCola_NG @CocaColaCo https://t.co/10JT8Elv0f,dehvvd,ODOGWUFILMMAKER,Thu Jun 24 16:31:39 +0000 2021,3,1,
What's your favorite beverage? #favoritedrink #beverage #cocacola,CircadiaMusicOH,CircadiaO,Thu Jun 24 16:26:07 +0000 2021,0,0,"Ravenna, OH"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…","Родрик. если ты это читаешь, ты дурак",rdiasdevivar,Thu Jun 24 16:25:59 +0000 2021,0,32,Right behind you...
"Shelia's Collectibles Refreshing Delivery Coca-Cola Truck '98 Model T Wooden | #eBay #CocaCola 
https://t.co/NFSua9Pvu0
(Tweeted via https://t.co/1twR47G8Q9) https://t.co/SRNqcdjCaO",Darryl Smith,SmittyD9199,Thu Jun 24 16:25:06 +0000 2021,0,0,"Buffalo, NY"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",khursed ansari🇳🇵 خورشید انصاری,im_khursed,Thu Jun 24 16:22:08 +0000 2021,0,32,Birgunj Nepal
RT @tulipshare: @gladbutterfly We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our ne…,Ingrid Harris,gladbutterfly,Thu Jun 24 16:21:27 +0000 2021,0,1,"Hamilton, Ontario"
"RT @BiIndia: #CristianoRonaldo had a bottle of #CocaCola thrown at him as he celebrated a goal at #Euro2020, as fans keep trolling his disl…",Milind Singh,Milindsingh19,Thu Jun 24 16:18:12 +0000 2021,0,2,India
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",LeatherSnipeBob,bob_snipe,Thu Jun 24 16:10:07 +0000 2021,0,32,"Ohio, USA"
"RT @DelyMinati: #24junefaizabadprotest
#CocaCola Are coming for lahore protester this is come from @komallsalman https://t.co/AfNr6AZJWO",Rafi Ullah,RafiUll95455541,Thu Jun 24 16:08:27 +0000 2021,0,22,
Cola or Pepsi 🤔 Both in store now! @barneysbargains #cocacola #pepsi https://t.co/RlK8qdDO7b,BARNEY RUBBLES,rubblesbarney,Thu Jun 24 16:04:30 +0000 2021,0,0,Liverpool
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Abhijeet Shejwal,AbhijeetShejwaI,Thu Jun 24 16:04:06 +0000 2021,0,32,"Jalna Maharashtra, India"
RT @rolandsmartin: 👀 @THEREALSWV at the @essencefest 2018. We're getting ready for the 2021 #EssenceFest of Culture “Live Loud” Virtual Exp…,Sienna Chestnut,seeyabeU,Thu Jun 24 15:51:29 +0000 2021,0,7,Soul Power. Say It Louder!
"RT @socios: Time to settle this debate.

❤️Like for #CocaCola 
🔁Retweet for #Water https://t.co/MDJZHE7tLu",Hassan Jamil,hazsans,Thu Jun 24 15:50:41 +0000 2021,0,2180,"Dublin City, Ireland"
"Just a few of our favourites from the range. Shop officially licenced t-shirts, exclusively at https://t.co/KyqStYZ6dy #summer #happy #selfie #summertees #coke #cocacola #fanta #fantawave https://t.co/bcCjfiw7IY",Merch® Online,MerchOnline1,Thu Jun 24 15:50:04 +0000 2021,0,0,"Leicester, United Kingdom"
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",Arjun Kumar,ArjunKu59740648,Thu Jun 24 15:43:08 +0000 2021,0,17,
What the f**k is in my @CocaCola @CocaCola_GB #cocacola #🤢 https://t.co/jbO3mJPWfc,🎀❄️Nichola-Louise ❄️🎀,nicholalouise10,Thu Jun 24 15:42:55 +0000 2021,0,0,"Cardiff, Wales"
"""Black Lives Matter,"" is blocked but ""White Lives Matter"" isn't. On the rainbow label for pride month, you can't write ""Gay Pride"" but you can write ""I hate gays."" ""Hitler"" and ""Nazi"" are banned, but ""I am Hitler"" or ""I am a Nazi"" aren't. #CocaCola
https://t.co/bzMM8iGQhG",RJH 🇺🇲 🏳️‍🌈 🇱🇧 🇵🇹,RONTHINKblog,Thu Jun 24 15:38:00 +0000 2021,0,0,"Boston, MA"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",dralaali,dralaali,Thu Jun 24 15:36:03 +0000 2021,0,32,Planet Earth
"RT @IndianExpress: After #CristianoRonaldo snub, #CocaCola lost $4 billion

https://t.co/Y4yE1dfAT1 #ExpressBiz",khanjanoza,khanjanoza,Thu Jun 24 15:14:36 +0000 2021,0,434,"Bhavnagar, India"
"RT @DelyMinati: #24junefaizabadprotest
#CocaCola Are coming for lahore protester this is come from @komallsalman https://t.co/AfNr6AZJWO",Nouman Ahmed,NoumanAhmed2717,Thu Jun 24 15:14:34 +0000 2021,0,22,
Fans throw bottle of #CocaCola at #Ronaldo (PHOTO) | https://t.co/fwtfmEo9Ap Sport - All about sports https://t.co/q1Yq7CzQ0o,Armenian News-NEWSam,NEWSam_English,Thu Jun 24 15:12:39 +0000 2021,0,0,Armenia
"RT @BiIndia: #CristianoRonaldo had a bottle of #CocaCola thrown at him as he celebrated a goal at #Euro2020, as fans keep trolling his disl…",ShubhamKumar,Shubham50544239,Thu Jun 24 15:12:35 +0000 2021,0,2,"Khanna, India"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Ronald van Zon,RovanZon,Thu Jun 24 15:09:26 +0000 2021,0,32,Haarlem
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Ralston Champagnie,RalstonCh,Thu Jun 24 15:01:49 +0000 2021,0,32,Earth via Louisiana
"#CristianoRonaldo had a bottle of #CocaCola thrown at him as he celebrated a goal at #Euro2020, as fans keep trolling his dislike of the drink 

https://t.co/ZRRGsCtu1o https://t.co/yfkVsKy9w6",Business Insider India🇮🇳,BiIndia,Thu Jun 24 15:00:01 +0000 2021,26,2,"New Delhi, India"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Puja プージャ,pujabahuguna,Thu Jun 24 14:59:33 +0000 2021,0,32,India
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Yasin Fraser,FraserYasin,Thu Jun 24 14:59:13 +0000 2021,0,32,The whole world is my home
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Green Planet,Elizabeth_Ruler,Thu Jun 24 14:58:53 +0000 2021,0,32,"Brooklyn, NY"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",RUHUL MUKARRAM,MukarramRuhul,Thu Jun 24 14:58:00 +0000 2021,0,32,"Katihar, India"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Sara Sanchez,sara_s_2020,Thu Jun 24 14:57:55 +0000 2021,0,32,"Bristol, England"
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Mark Trudgeon,mark_trudgeon,Thu Jun 24 14:57:31 +0000 2021,0,70,Southampton
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Dale Cooper,oldboy681,Thu Jun 24 14:57:12 +0000 2021,0,32,
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",Gökhan Şengelir,GSengelir,Thu Jun 24 14:56:33 +0000 2021,0,32,"İzmir, Türkiye"
"RT @RebeccaH2030: #CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Ti…",GaryBeighton7 ✍️🌍,GaryBeighton7,Thu Jun 24 14:55:23 +0000 2021,0,32,"East, England"
"#CocaCola lost $4 billion in market value after soccer star @Cristiano Ronaldo suggested people drink water instead. 
#Tiredearth https://t.co/RQd312hqbZ",Rebecca Herbert,RebeccaH2030,Thu Jun 24 14:54:30 +0000 2021,119,32,Global
"UEFA really went and added giant bottles and a podium for them 😭😭

#EURO2020 #CocaCola #heineken https://t.co/7yqTvVhWpe",Belle,itsmeBelle06,Thu Jun 24 14:52:35 +0000 2021,0,0,
"""Although Coca-Cola (CCEP)tried to block some slurs and trademarks, social media users were quick to discover that the company's restrictions were hardly comprehensive — and in some cases blocked inoffensive terms.""
#CocaCola #BLM
https://t.co/N6USCUYRfM",Culture Vulture,culturev2021,Thu Jun 24 14:52:24 +0000 2021,0,0,
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",નિધિ,HindustaniBen,Thu Jun 24 14:51:24 +0000 2021,0,20,"Jharkhand, India"
"@jamagning We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:41:49 +0000 2021,1,0,
"@DIEBO37 We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:40:32 +0000 2021,1,0,
"@benogeh @LukeShoeFitter @esther_emaina @JamesWakibia @waste_kenya @IUCN_Plastics @NemaKenya @PBan2025 @kwaleplastics @theflipflopi @ellenmacarthur We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:39:13 +0000 2021,1,0,
RT @rolandsmartin: 🚨 @TasiasWord and her brother on the #ESSENCEFest stage. Fam we're getting ready for the 2021 #EssenceFest of Culture “L…,will man,teamtasia123,Thu Jun 24 14:39:10 +0000 2021,0,8,
"Should companies be involved in politics?
#CocaCola https://t.co/E9Z6zrRuPi",Bob (Robert),Robertt0000,Thu Jun 24 14:39:03 +0000 2021,0,0,Manchester
"@_benie We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:38:56 +0000 2021,1,1,
"@gladbutterfly We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:38:30 +0000 2021,1,1,
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",RobertCalifornia,LA_Robert420,Thu Jun 24 14:34:13 +0000 2021,0,70,
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Neil Wilson,neil_oiwf,Thu Jun 24 14:33:20 +0000 2021,0,70,
"#CocaCola #nestle #Pepsi don’t care about the health of our kids or the planet. They flog sugar and plastic and use child/slave labor. The best thing we can do for our kids, public health and the planet is to boycott these corporations #Tiredearth https://t.co/WF22j2B8Q4",Neil Wilson,neil_oiwf,Thu Jun 24 14:33:13 +0000 2021,0,0,
"@DizzyB22 @brkfreeplastic We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:33:02 +0000 2021,0,0,
"@ListenLeeMarie We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:32:52 +0000 2021,0,0,
"@EndangeredOcean We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:32:31 +0000 2021,0,0,
"@WorldsProblemsB @CocaCola We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:32:11 +0000 2021,0,0,
"@ScubaverseMedia @TheOceanCleanup @CocaCola @Greenpeace We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:31:50 +0000 2021,0,0,
"@FreightWaves We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:31:33 +0000 2021,0,0,
"@kitty1107sharma @goal We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:30:30 +0000 2021,0,0,
"The 34-acre plant site in Plachimada, Kerala, was infamous for the anti Coca Cola struggle between 2002-2004.

#covid19 #Kerala #CocaCola

https://t.co/3aLEWiCiHT",The Logical Indian,LogicalIndians,Thu Jun 24 14:30:18 +0000 2021,1,0,India
"@ListenLeeMarie We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:30:15 +0000 2021,0,0,
"@Capt_Scarlett We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:29:55 +0000 2021,0,0,
"Going to give this @CocaCola flavor a try again. 
#CocaCola #Coke https://t.co/drDExZgpzk",{~CaptainVG313~},CaptainVG313,Thu Jun 24 14:28:50 +0000 2021,0,0,United States of America
"@LornaMarkham1 @mjrowland68 We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:28:29 +0000 2021,0,0,
"@AliJSheridan We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:28:07 +0000 2021,0,0,
"The @CGF_The_Forum has announced the appointment of two new co-chairs to its organisation, Daniel Zhang, chairman and CEO of @AlibabaGroup, and James Quincey, chairman and CEO of The @CocaCola Company. #CGFSummit #CocaCola #Alibaba #retail #consumergoods

https://t.co/ddwFKvsr7R",European Supermarket Magazine,esm_magazine,Thu Jun 24 14:27:29 +0000 2021,0,0,Europe
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Menstrual Daddy ( alfredabuka9@gmail.com),AbukaAlfred,Thu Jun 24 14:26:02 +0000 2021,0,70,kenya
"@earthma23 We want Coca-Cola to produce 100% of its plastic bottles from recycled material 🥤 Find out more about our new campaign here: https://t.co/d9Omm5k6FM

#capitalatrisk #cocacola #plasticpollution #microplastic #plasticfree #recycle #sustainability #stocks #investment",tulipshare,tulipshare,Thu Jun 24 14:25:15 +0000 2021,0,0,
"Impecable
#Cristiano #Water #Agua #CocaCola #IKEA https://t.co/Ci6RpOp1Oe",🅗🅔🅡🅝🅐🅝,PortugalHernan,Thu Jun 24 14:25:11 +0000 2021,0,0,Bs As - Mexico - Barcelona
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Youth Strike 4 Climate Kenya,ClimateStrikeKE,Thu Jun 24 14:20:49 +0000 2021,0,70,"Kenya, Africa"
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",R Ware🌎(hates veganism & loves Greta Thunberg),RWare7,Thu Jun 24 14:20:27 +0000 2021,0,70,"Virginia, United States"
"June 14: Ronaldo pushed a Coca-Cola bottle away from him

June 23: Ronaldo dodged a Coca-Cola bottle flying at him

Cristiano Ronaldo 2-0 Coca-Cola

Go betting📍 https://t.co/scpqfTnbfO 

#CR7 #EURO2020 #CocaCola https://t.co/cykrexlQy3",Megapari,officalmegapari,Thu Jun 24 14:06:32 +0000 2021,0,0,
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",Naツman,mr_nk_pawar,Thu Jun 24 14:00:19 +0000 2021,0,20,चाँद पे है अपुन
"RT @cloud_raccoon: #PS5 Slaying Demons, Bad Memory!! Follow your favourite Raccoon!! https://t.co/nbBGt6j5dv #DemonSouls  #twitch #NextGen…",Souls Borne Boss Bot,BorneBot,Thu Jun 24 13:56:21 +0000 2021,0,1,Blighttown
"Coca-Cola, Beyond Meat, The Very Good Food Company - Green Food, Blue Planet! #Vegan #CocaCola #BeyondMeat #TheVeryGoodFoodCompany https://t.co/NGeeppxrTU https://t.co/oDD3mSGJNZ",news.financial,wearenews1,Thu Jun 24 13:54:43 +0000 2021,0,0,
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Extinction Rebellion Sri Lanka,XRebellionLK,Thu Jun 24 13:48:44 +0000 2021,0,70,Sri Lanka
RT @arunbothra: Ronaldo moves away #CocaCola and promote drinking water. Compare this with our #Bollywood stars who give sermons on persona…,Sanwy Chawang,chawangsanwy,Thu Jun 24 13:39:57 +0000 2021,0,1972,
"#CristianoRonaldo removed coca-cola bottle from table, Company given free water bottles with coca-cola 😂😂
#CocaCola https://t.co/ihHDAPpz61",Cristiano Ronaldo 7,Cristiano__R_7,Thu Jun 24 13:35:22 +0000 2021,1,0,
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Tuba elver,TubaElver,Thu Jun 24 13:28:32 +0000 2021,0,70,
#CocaCola strikes back . #Ronaldo #POR https://t.co/VIijnMCVec,Tudor,CosmaTud0r,Thu Jun 24 13:26:21 +0000 2021,0,0,
Superstar influencers move the markets  https://t.co/IiRO5M6B76 #copytrading #socialtrading  #algotrading  #StockTrading  #CocaColaRonaldo   #Stocks  #US #StockMarket #Buy #Sell #SwingTrading #portfolio #management  #KO #CristianoRonaldo  #cocacola #EURO2020,ZuluTraders,ZuluTradersDesk,Thu Jun 24 13:24:47 +0000 2021,0,0,
"RT @kme_studio: Click Link To Watch Now 
⭕️👉https://t.co/mk6wioXqsi👈⭕️
Footballer #CristianoRonaldo  Goal #CocaCola Out  #UefaEuro2021 Ft #…",AMRITPAL KUMAR,kumar_amritpal,Thu Jun 24 13:18:31 +0000 2021,0,17,"Patna, India"
"Hey @KFC_UKI, The only correct answer to is Pepsi Max ok when ordering a Pepsi is, No its not ok. I'd prefer a regular #cocacola but seeing as you only sell the nasty #Pepsi, I'd at least like a real Pepsi and not the crap that is #PepsiMax.  So no, its not ok.",Kenn,KennPFC,Thu Jun 24 13:13:40 +0000 2021,0,0,"Tier 4, South East, England"
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Tynkarz Maciej,TynkarzM,Thu Jun 24 13:06:07 +0000 2021,0,70,Nowy Targ
"RT @SalilJam: So why are none of the ‘influencers’ speaking on what @Cristiano did with the @CocaCola bottles?

Think.

#CristianoRonaldo #…",Rohit fed747,rohitfedujwar,Thu Jun 24 12:59:59 +0000 2021,0,21,india
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Atul Temurnikar🇮🇳🌎🌍🌏⭐🌈☀️🌄💯,AtulTkar,Thu Jun 24 12:58:00 +0000 2021,0,70,🌎
"Cristiano Rinaldo's preference for Water over Coca Cola has actually created quite a buzz in marketing industry. This is called Moment Marketing. Here are some more deets for the same.
#momentmarketing #cocacola #zomato #ronaldococacola #Ronaldo #dunzo #Ubereats #amul #India https://t.co/Z1MXhHUP9U",Vishal Mehrotra,Iamvmofficial,Thu Jun 24 12:54:39 +0000 2021,0,0,India
"#PS5 Slaying Demons, Bad Memory!! Follow your favourite Raccoon!! https://t.co/nbBGt6j5dv #DemonSouls  #twitch #NextGen #MarioGolfWithEveryone #cocacola #IamUnproductive #Team",RaccoonCloud,cloud_raccoon,Thu Jun 24 12:52:51 +0000 2021,0,1,United Kingdom
"RT @RebeccaH2030: Massive consumer goods companies like #CocaCola, #nestle and #Pepsi, must reject unnecessary throwaway plastics. these co…",Weltraum Rob☂️,weltraum_rob,Thu Jun 24 12:50:20 +0000 2021,0,70,
"Our specials for this week are the perfect for a #CanadaDay 🇨🇦 long weekend. Get deals on Capless Rib Steaks for #BBQ -ing #CocaCola soft drinks, Spring Water and Chapman’s premium ice-cream Check our eFlyer for these deals and more here - https://t.co/ohLGF9TV3H

#SummerVibes https://t.co/jRIeCwDM5G",Highland Farms,HighlandFarmsON,Thu Jun 24 12:47:24 +0000 2021,0,0,"Mississauga, Ontario"
"RT @SmittyD9199: Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs Coke | #eBay #cocacola 
https://t.co/qmZSzsOdEv…",Kendall Kessler,Towheehillart,Thu Jun 24 12:46:25 +0000 2021,0,2,Radford Virginia
RT @_alirizvi1: Water taste better anyways #CocaCola https://t.co/eu38Ybzibs,tana,lynshrdn,Thu Jun 24 12:45:59 +0000 2021,0,3,54200
"RT @_ulaunch: Ronaldo – Coca Cola Issue – The Big Picture https://t.co/7nEKGrFPfX via @ulaunch 
#CocaCola #Ronaldo #ronaldococacola 
#Clima…",Andrea,Eco1stArt,Thu Jun 24 12:45:32 +0000 2021,0,1,USA
"Ronaldo – Coca Cola Issue – The Big Picture https://t.co/7nEKGrFPfX via @ulaunch 
#CocaCola #Ronaldo #ronaldococacola 
#ClimateAction",ulaunch,_ulaunch,Thu Jun 24 12:43:42 +0000 2021,2,1,
"RT @Bhuwantastic: Finally #CocaCola has found its place back, still waiting for INDIA to find its no. 1 place again... https://t.co/OMdXjyh…",🦋 पावनी रघुवंशी🦋( MSD 💛 ),bili_07,Thu Jun 24 12:41:33 +0000 2021,0,20,"Himachal Pradesh, India"
Dream Fanbases are full of faggots and retards #CocaCola,Arlo,Arlo_6,Thu Jun 24 12:38:04 +0000 2021,0,0,
Coca-Cola Vintage Advertisement From The October 1948 National Geographic | The Pause That Refreshes https://t.co/qED3UzOcxr via @Etsy #CocaCola #vintageadvertisement #noplacelikevintage #shopvintage #supportsmallbusiness,NoPlaceLikeVintage,Lindacarleen,Thu Jun 24 12:35:32 +0000 2021,0,0,"Minneapolis, MN"
"RT @SmittyD9199: Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs Coke | #eBay #cocacola 
https://t.co/qmZSzsOdEv…",Carmen Stanescu,CarmenStanescu2,Thu Jun 24 12:34:16 +0000 2021,0,2,"Braila, Romania"
